object_id,name,value
63279e5bb2284731c08e90f439f50fad612ff994,Name,Toilet
633e2591aadb0034894cefdcf17844d57d541ede,WBS_L.3-Building,B22
633e2591aadb0034894cefdcf17844d57d541ede,WBS_L.4-Level,L00
633e2591aadb0034894cefdcf17844d57d541ede,Perimeter,5827.999999999299
633e2591aadb0034894cefdcf17844d57d541ede,Name,Toilet
636b134735008f5f765970e57b9e7438f17d7cc4,WBS_L.3-Building,B20
636b134735008f5f765970e57b9e7438f17d7cc4,WBS_L.4-Level,L03
636b134735008f5f765970e57b9e7438f17d7cc4,Perimeter,26720.980521600417
636b134735008f5f765970e57b9e7438f17d7cc4,Name,Trappe
637bb88dfa11fb75e0ed5ed2933cf5a0226d88fe,WBS_L.3-Building,B20
637bb88dfa11fb75e0ed5ed2933cf5a0226d88fe,WBS_L.4-Level,L03
637bb88dfa11fb75e0ed5ed2933cf5a0226d88fe,Perimeter,9450.000000002668
637bb88dfa11fb75e0ed5ed2933cf5a0226d88fe,Name,Toilet/bad
63bb18101f14a78f5e00308560b7581af4d93573,WBS_L.3-Building,B22
63bb18101f14a78f5e00308560b7581af4d93573,WBS_L.4-Level,L03
63bb18101f14a78f5e00308560b7581af4d93573,Perimeter,0
63bb18101f14a78f5e00308560b7581af4d93573,Name,Depot
63da238da1d5bd3db5f4822c64a9f092a2d7c54c,WBS_L.3-Building,B22
63da238da1d5bd3db5f4822c64a9f092a2d7c54c,WBS_L.4-Level,L00
63da238da1d5bd3db5f4822c64a9f092a2d7c54c,Perimeter,6675.000003404247
63da238da1d5bd3db5f4822c64a9f092a2d7c54c,Name,K-boks
640ddd03b8414b073631185ce783692f94d712f4,WBS_L.3-Building,B20
640ddd03b8414b073631185ce783692f94d712f4,WBS_L.4-Level,L00
640ddd03b8414b073631185ce783692f94d712f4,Perimeter,16497.25881663786
640ddd03b8414b073631185ce783692f94d712f4,Name,Undersøgelses og behandlingsrum
642517e3fe458818d75cc4a663dc8984452a8093,WBS_L.3-Building,B20
642517e3fe458818d75cc4a663dc8984452a8093,WBS_L.4-Level,L03
642517e3fe458818d75cc4a663dc8984452a8093,Perimeter,25800.000003986293
642517e3fe458818d75cc4a663dc8984452a8093,Name,Multifunktionsrum
642ded895cb0255aa4756cee1212ea3d424255e2,WBS_L.3-Building,B22
642ded895cb0255aa4756cee1212ea3d424255e2,WBS_L.4-Level,L01
642ded895cb0255aa4756cee1212ea3d424255e2,Perimeter,6647.000007867607
642ded895cb0255aa4756cee1212ea3d424255e2,Name,Niche
64710fbdb6ae6b8df22eef0db06c0a05528e7c23,WBS_L.3-Building,B22
64710fbdb6ae6b8df22eef0db06c0a05528e7c23,WBS_L.4-Level,L01
64710fbdb6ae6b8df22eef0db06c0a05528e7c23,Perimeter,11909.99999999906
64710fbdb6ae6b8df22eef0db06c0a05528e7c23,Name,Ren zone
64b7b2398edb8d1ac3213011dc6af51eacc7bef1,WBS_L.3-Building,B22
64b7b2398edb8d1ac3213011dc6af51eacc7bef1,WBS_L.4-Level,L00
64b7b2398edb8d1ac3213011dc6af51eacc7bef1,Perimeter,0
64b7b2398edb8d1ac3213011dc6af51eacc7bef1,Name,Skakt EL
64e17d18e21732ae7ab9d292ec9234b384fc56b4,WBS_L.3-Building,B22
64e17d18e21732ae7ab9d292ec9234b384fc56b4,WBS_L.4-Level,L01
64e17d18e21732ae7ab9d292ec9234b384fc56b4,Perimeter,30577.50012216359
64e17d18e21732ae7ab9d292ec9234b384fc56b4,Name,Implantater
64fe0e3e7456a1e3718bf04c806ce70c3f24024d,WBS_L.3-Building,B24
64fe0e3e7456a1e3718bf04c806ce70c3f24024d,WBS_L.4-Level,L02
64fe0e3e7456a1e3718bf04c806ce70c3f24024d,Perimeter,49568.99996060181
64fe0e3e7456a1e3718bf04c806ce70c3f24024d,Name,Omklædning
650b11fd8f35832fc47cc6c1ce09efe7040191e9,WBS_L.3-Building,B24
650b11fd8f35832fc47cc6c1ce09efe7040191e9,WBS_L.4-Level,L04
650b11fd8f35832fc47cc6c1ce09efe7040191e9,Perimeter,13992.999917541429
650b11fd8f35832fc47cc6c1ce09efe7040191e9,Name,Depot
65a7e589bc2ae724f0fd6ea03162893148c594e0,WBS_L.3-Building,B20
65a7e589bc2ae724f0fd6ea03162893148c594e0,WBS_L.4-Level,L00
65a7e589bc2ae724f0fd6ea03162893148c594e0,Perimeter,12225.000002560773
65a7e589bc2ae724f0fd6ea03162893148c594e0,Name,Prøvetagning
65f5bcb1b1e508a0b2979d5340ecb974bfdd2395,WBS_L.3-Building,B24
65f5bcb1b1e508a0b2979d5340ecb974bfdd2395,WBS_L.4-Level,L02
65f5bcb1b1e508a0b2979d5340ecb974bfdd2395,Perimeter,21240.000000002794
65f5bcb1b1e508a0b2979d5340ecb974bfdd2395,Name,Vagtværelse
660dd9be8c63c94cfd9bea5036643b9507ac2825,WBS_L.3-Building,B22
660dd9be8c63c94cfd9bea5036643b9507ac2825,WBS_L.4-Level,L03
660dd9be8c63c94cfd9bea5036643b9507ac2825,Perimeter,23951.720931707456
660dd9be8c63c94cfd9bea5036643b9507ac2825,Name,Patientstue
66dd0793d7600e3f00014d96688f542b352d6899,WBS_L.3-Building,B20
66dd0793d7600e3f00014d96688f542b352d6899,WBS_L.4-Level,L04
66dd0793d7600e3f00014d96688f542b352d6899,Perimeter,0
66dd0793d7600e3f00014d96688f542b352d6899,Name,Skakt ventilation
66df1413dc4c249c7878c90f6b78447f707fb8ff,WBS_L.3-Building,B20
66df1413dc4c249c7878c90f6b78447f707fb8ff,WBS_L.4-Level,L03
66df1413dc4c249c7878c90f6b78447f707fb8ff,Perimeter,17126.000205193617
66df1413dc4c249c7878c90f6b78447f707fb8ff,Name,Terapirum
66f8c53c005e05451754020ae2837dedfa6f63bf,WBS_L.3-Building,B20
66f8c53c005e05451754020ae2837dedfa6f63bf,WBS_L.4-Level,L00
66f8c53c005e05451754020ae2837dedfa6f63bf,Perimeter,5994.999999999243
66f8c53c005e05451754020ae2837dedfa6f63bf,Name,Toilet
676cc699b59eece9a40c7a5728cf09487724ad9c,WBS_L.3-Building,B22
676cc699b59eece9a40c7a5728cf09487724ad9c,WBS_L.4-Level,L00
676cc699b59eece9a40c7a5728cf09487724ad9c,Perimeter,10029.999994007783
676cc699b59eece9a40c7a5728cf09487724ad9c,Name,Depot
6772099a129fd8b1a6e27a250c26a7ddcbc2a135,WBS_L.3-Building,B24
6772099a129fd8b1a6e27a250c26a7ddcbc2a135,WBS_L.4-Level,L01
6772099a129fd8b1a6e27a250c26a7ddcbc2a135,Perimeter,4039.999999999913
6772099a129fd8b1a6e27a250c26a7ddcbc2a135,Name,Rørpost
6787d7dd97e032f756421fd65cc9d96047be72db,WBS_L.3-Building,B20
6787d7dd97e032f756421fd65cc9d96047be72db,WBS_L.4-Level,L04
6787d7dd97e032f756421fd65cc9d96047be72db,Perimeter,8722.999969607654
6787d7dd97e032f756421fd65cc9d96047be72db,Name,Toilet/bad
67a76c6d07341db3eee8dbdf308f7383bc5f280c,WBS_L.3-Building,B24
67a76c6d07341db3eee8dbdf308f7383bc5f280c,WBS_L.4-Level,L02
67a76c6d07341db3eee8dbdf308f7383bc5f280c,Perimeter,26089.79993884865
67a76c6d07341db3eee8dbdf308f7383bc5f280c,Name,Trappe
67e1d655c97095a3d6d7b6db68aeb01c3f1e7269,WBS_L.3-Building,B24
67e1d655c97095a3d6d7b6db68aeb01c3f1e7269,WBS_L.4-Level,L04
67e1d655c97095a3d6d7b6db68aeb01c3f1e7269,Perimeter,24045.00006035168
67e1d655c97095a3d6d7b6db68aeb01c3f1e7269,Name,Patientstue
67ece160c7d5c079c4d3e03dc2b822ae1915de7b,WBS_L.3-Building,B22
67ece160c7d5c079c4d3e03dc2b822ae1915de7b,WBS_L.4-Level,L03
67ece160c7d5c079c4d3e03dc2b822ae1915de7b,Perimeter,24204.999881370284
67ece160c7d5c079c4d3e03dc2b822ae1915de7b,Name,Patientstue
685811d817996e5473e4f2ffe0bada7fad58c0f0,WBS_L.3-Building,B22
685811d817996e5473e4f2ffe0bada7fad58c0f0,WBS_L.4-Level,L02
685811d817996e5473e4f2ffe0bada7fad58c0f0,Perimeter,22044.916975086184
685811d817996e5473e4f2ffe0bada7fad58c0f0,Name,Bufferlager
6873cfbf41b9b73d36cd6a585ce6fe9e2354f518,WBS_L.3-Building,B22
6873cfbf41b9b73d36cd6a585ce6fe9e2354f518,WBS_L.4-Level,L01
6873cfbf41b9b73d36cd6a585ce6fe9e2354f518,Perimeter,0
6873cfbf41b9b73d36cd6a585ce6fe9e2354f518,Name,Teknikrum
689d4a3c1d0b7ec21249bf92ff4c1e1032095fd7,WBS_L.3-Building,B20
689d4a3c1d0b7ec21249bf92ff4c1e1032095fd7,WBS_L.4-Level,L03
689d4a3c1d0b7ec21249bf92ff4c1e1032095fd7,Perimeter,9450.000000000935
689d4a3c1d0b7ec21249bf92ff4c1e1032095fd7,Name,Toilet/bad
68cd8d09e74f1cb2ed83a29e8ae4bf27a5306715,WBS_L.3-Building,B22
68cd8d09e74f1cb2ed83a29e8ae4bf27a5306715,WBS_L.4-Level,L01
68cd8d09e74f1cb2ed83a29e8ae4bf27a5306715,Perimeter,12187.799999719187
68cd8d09e74f1cb2ed83a29e8ae4bf27a5306715,Name,Elevator
68d5d8f769c9e34972b1992c15e9ad3fad5fdc45,WBS_L.3-Building,B20
68d5d8f769c9e34972b1992c15e9ad3fad5fdc45,WBS_L.4-Level,L03
68d5d8f769c9e34972b1992c15e9ad3fad5fdc45,Perimeter,9449.999999999618
68d5d8f769c9e34972b1992c15e9ad3fad5fdc45,Name,Toilet/bad
6920aeed91f90cac08fb6f6c29ed1f717fa8ec69,WBS_L.3-Building,B24
6920aeed91f90cac08fb6f6c29ed1f717fa8ec69,WBS_L.4-Level,L04
6920aeed91f90cac08fb6f6c29ed1f717fa8ec69,Perimeter,9459.999999999432
6920aeed91f90cac08fb6f6c29ed1f717fa8ec69,Name,Toilet/bad
695c3583fef1897e9484c3764c8b184594585311,WBS_L.3-Building,B20
695c3583fef1897e9484c3764c8b184594585311,WBS_L.4-Level,L04
695c3583fef1897e9484c3764c8b184594585311,Perimeter,12300.000000005311
695c3583fef1897e9484c3764c8b184594585311,Name,Elevator
69ef604c878624edda7d7dc23af1bb7b86339a3a,WBS_L.3-Building,B22
69ef604c878624edda7d7dc23af1bb7b86339a3a,WBS_L.4-Level,L04
69ef604c878624edda7d7dc23af1bb7b86339a3a,Perimeter,9459.99999999972
69ef604c878624edda7d7dc23af1bb7b86339a3a,Name,Toilet/bad
6a3302114816d0547be97c16286b550d9c4c8da9,WBS_L.3-Building,B24
6a3302114816d0547be97c16286b550d9c4c8da9,WBS_L.4-Level,L04
6a3302114816d0547be97c16286b550d9c4c8da9,Perimeter,30243.000414262413
6a3302114816d0547be97c16286b550d9c4c8da9,Name,Patientstue
6a446e1fc3f5c86e291b9229fb0182e68b487aba,WBS_L.3-Building,B22
6a446e1fc3f5c86e291b9229fb0182e68b487aba,WBS_L.4-Level,L02
6a446e1fc3f5c86e291b9229fb0182e68b487aba,Perimeter,16499.99999999909
6a446e1fc3f5c86e291b9229fb0182e68b487aba,Name,Maskinrum
6a5d4142a35f605941d10788a5a0de6d5730a1c0,WBS_L.3-Building,B24
6a5d4142a35f605941d10788a5a0de6d5730a1c0,WBS_L.4-Level,L00
6a5d4142a35f605941d10788a5a0de6d5730a1c0,Perimeter,20619.99999940644
6a5d4142a35f605941d10788a5a0de6d5730a1c0,Name,Undersøgelses og behandlingsrum
6a7a303d12d7cf737633e3f5770872a8890970c5,WBS_L.3-Building,B22
6a7a303d12d7cf737633e3f5770872a8890970c5,WBS_L.4-Level,L04
6a7a303d12d7cf737633e3f5770872a8890970c5,Perimeter,24026.982332626772
6a7a303d12d7cf737633e3f5770872a8890970c5,Name,Patientstue
6a881da406852e300d1fef2bac1c4ec1a0911e40,WBS_L.3-Building,B22
6a881da406852e300d1fef2bac1c4ec1a0911e40,WBS_L.4-Level,L04
6a881da406852e300d1fef2bac1c4ec1a0911e40,Perimeter,23995.302778769415
6a881da406852e300d1fef2bac1c4ec1a0911e40,Name,Patientstue
6a8b65e745151c7cd0b4c34468dd87d3817dadc5,WBS_L.3-Building,B20
6a8b65e745151c7cd0b4c34468dd87d3817dadc5,WBS_L.4-Level,L00
6a8b65e745151c7cd0b4c34468dd87d3817dadc5,Perimeter,6266.370531165008
6a8b65e745151c7cd0b4c34468dd87d3817dadc5,Name,K-boks
6ae04ff1ecf0dcec4e896974edffb31a8931df2c,WBS_L.3-Building,B22
6ae04ff1ecf0dcec4e896974edffb31a8931df2c,WBS_L.4-Level,L02
6ae04ff1ecf0dcec4e896974edffb31a8931df2c,Perimeter,16070.460684196762
6ae04ff1ecf0dcec4e896974edffb31a8931df2c,Name,Skakt ventilation
6ae26a57ad0db553179b44077184dfba601bc711,WBS_L.3-Building,B24
6ae26a57ad0db553179b44077184dfba601bc711,WBS_L.4-Level,L02
6ae26a57ad0db553179b44077184dfba601bc711,Perimeter,70830.05885722429
6ae26a57ad0db553179b44077184dfba601bc711,Name,Korridor
6b16e84c2e267cd8eded6c9631753c931e9f46f8,WBS_L.3-Building,B24
6b16e84c2e267cd8eded6c9631753c931e9f46f8,WBS_L.4-Level,L04
6b16e84c2e267cd8eded6c9631753c931e9f46f8,Perimeter,26013.399993511972
6b16e84c2e267cd8eded6c9631753c931e9f46f8,Name,Ren zone
6ba380d5aa18c5723e9a5a6e95960684832e48bc,WBS_L.3-Building,B24
6ba380d5aa18c5723e9a5a6e95960684832e48bc,WBS_L.4-Level,L04
6ba380d5aa18c5723e9a5a6e95960684832e48bc,Perimeter,9450.00000000253
6ba380d5aa18c5723e9a5a6e95960684832e48bc,Name,Toilet/bad
6bb1eda8b832fb889f10ff17846ad4281b14d4d7,WBS_L.3-Building,B24
6bb1eda8b832fb889f10ff17846ad4281b14d4d7,WBS_L.4-Level,L04
6bb1eda8b832fb889f10ff17846ad4281b14d4d7,Perimeter,9450.000000001073
6bb1eda8b832fb889f10ff17846ad4281b14d4d7,Name,Toilet/bad
6bf7d877c32ece7272d3755fc93b3ab56c1da7e9,WBS_L.3-Building,B22
6bf7d877c32ece7272d3755fc93b3ab56c1da7e9,WBS_L.4-Level,L01
6bf7d877c32ece7272d3755fc93b3ab56c1da7e9,Perimeter,13244.220803252534
6bf7d877c32ece7272d3755fc93b3ab56c1da7e9,Name,Hjertestarter
6c54467d93ee8bf5ec7dcd2150527668fb27368f,WBS_L.3-Building,B22
6c54467d93ee8bf5ec7dcd2150527668fb27368f,WBS_L.4-Level,L00
6c54467d93ee8bf5ec7dcd2150527668fb27368f,Perimeter,12300.00000000046
6c54467d93ee8bf5ec7dcd2150527668fb27368f,Name,Elevator
6c567b0f63d94d7c502313aa23a62c177309d3bc,WBS_L.3-Building,B20
6c567b0f63d94d7c502313aa23a62c177309d3bc,WBS_L.4-Level,L03
6c567b0f63d94d7c502313aa23a62c177309d3bc,Perimeter,14057.0048487431
6c567b0f63d94d7c502313aa23a62c177309d3bc,Name,Terapirum
6c9e715b1d83c6db4c231d9d0be16a754b307a74,WBS_L.3-Building,B22
6c9e715b1d83c6db4c231d9d0be16a754b307a74,WBS_L.4-Level,L03
6c9e715b1d83c6db4c231d9d0be16a754b307a74,Perimeter,23951.720929166153
6c9e715b1d83c6db4c231d9d0be16a754b307a74,Name,Patientstue
6ce05f7cf7aafec9e6bcfa11cd337e1d76db9350,WBS_L.3-Building,B24
6ce05f7cf7aafec9e6bcfa11cd337e1d76db9350,WBS_L.4-Level,L03
6ce05f7cf7aafec9e6bcfa11cd337e1d76db9350,Perimeter,24205.448321730983
6ce05f7cf7aafec9e6bcfa11cd337e1d76db9350,Name,Patientstue
6cf108c9d365b424b72aefcf93935930a4aec517,WBS_L.3-Building,B20
6cf108c9d365b424b72aefcf93935930a4aec517,WBS_L.4-Level,L04
6cf108c9d365b424b72aefcf93935930a4aec517,Perimeter,0
6cf108c9d365b424b72aefcf93935930a4aec517,Name,Skakt VVS
6d076185879180b2566f467c6496fd5b622bacb0,WBS_L.3-Building,B20
6d076185879180b2566f467c6496fd5b622bacb0,WBS_L.4-Level,L04
6d076185879180b2566f467c6496fd5b622bacb0,Perimeter,23811.52359571543
6d076185879180b2566f467c6496fd5b622bacb0,Name,Patientstue
6d11a9b7270963779cee87e8ddfedfba18ae2826,WBS_L.3-Building,B22
6d11a9b7270963779cee87e8ddfedfba18ae2826,WBS_L.4-Level,L00
6d11a9b7270963779cee87e8ddfedfba18ae2826,Perimeter,27669.99999176929
6d11a9b7270963779cee87e8ddfedfba18ae2826,Name,Vente
6d12600ac9c762d474734b8d1eae1493aefbdee0,WBS_L.3-Building,B20
6d12600ac9c762d474734b8d1eae1493aefbdee0,WBS_L.4-Level,L03
6d12600ac9c762d474734b8d1eae1493aefbdee0,Perimeter,0
6d12600ac9c762d474734b8d1eae1493aefbdee0,Name,Mælkekøkken
6d2d3d15cf068b7028b8ffebcafa29c0b16b6c26,WBS_L.3-Building,B24
6d2d3d15cf068b7028b8ffebcafa29c0b16b6c26,WBS_L.4-Level,L03
6d2d3d15cf068b7028b8ffebcafa29c0b16b6c26,Perimeter,24205.00006133393
6d2d3d15cf068b7028b8ffebcafa29c0b16b6c26,Name,Patientstue
6d71be3d182c1be8805869e49fbb8b94b7a2c6b5,WBS_L.3-Building,B20
6d71be3d182c1be8805869e49fbb8b94b7a2c6b5,WBS_L.4-Level,L00
6d71be3d182c1be8805869e49fbb8b94b7a2c6b5,Perimeter,19914.999888046816
6d71be3d182c1be8805869e49fbb8b94b7a2c6b5,Name,Depot
6d8ed45127165afc5a867709896051ee40f66e1a,WBS_L.3-Building,B22
6d8ed45127165afc5a867709896051ee40f66e1a,WBS_L.4-Level,L03
6d8ed45127165afc5a867709896051ee40f66e1a,Perimeter,15791.981960355384
6d8ed45127165afc5a867709896051ee40f66e1a,Name,"Lederkontor, 2 pl."
6e68aa88d17791f31c47c6f4f73bc6f29f1a6e30,WBS_L.3-Building,B20
6e68aa88d17791f31c47c6f4f73bc6f29f1a6e30,WBS_L.4-Level,L00
6e68aa88d17791f31c47c6f4f73bc6f29f1a6e30,Perimeter,45917.40010413236
6e68aa88d17791f31c47c6f4f73bc6f29f1a6e30,Name,Observationsområde
6e97c64937663accbb9b285927a5818ce11c5666,WBS_L.3-Building,B22
6e97c64937663accbb9b285927a5818ce11c5666,WBS_L.4-Level,L00
6e97c64937663accbb9b285927a5818ce11c5666,Perimeter,12399.999999999953
6e97c64937663accbb9b285927a5818ce11c5666,Name,Elev.01
6eb6c453f3ab9ac62190ad323d36899a1575d0a4,WBS_L.3-Building,B22
6eb6c453f3ab9ac62190ad323d36899a1575d0a4,WBS_L.4-Level,L01
6eb6c453f3ab9ac62190ad323d36899a1575d0a4,Perimeter,15468.205045040013
6eb6c453f3ab9ac62190ad323d36899a1575d0a4,Name,Skakt ventilation
6efdc7f12b6cfebe633c6a895583425ade8e493e,WBS_L.3-Building,B24
6efdc7f12b6cfebe633c6a895583425ade8e493e,WBS_L.4-Level,L03
6efdc7f12b6cfebe633c6a895583425ade8e493e,Perimeter,9449.999999999618
6efdc7f12b6cfebe633c6a895583425ade8e493e,Name,Toilet/bad
6f08a28b25e06ced323ab3e65c0a4c4cbbfb16e2,WBS_L.3-Building,B22
6f08a28b25e06ced323ab3e65c0a4c4cbbfb16e2,WBS_L.4-Level,L01
6f08a28b25e06ced323ab3e65c0a4c4cbbfb16e2,Perimeter,2849.9998768386185
6f08a28b25e06ced323ab3e65c0a4c4cbbfb16e2,Name,Forberedelse
6f1914cf7d056761ce1a08294e1721ba73a67955,WBS_L.3-Building,B20
6f1914cf7d056761ce1a08294e1721ba73a67955,WBS_L.4-Level,L03
6f1914cf7d056761ce1a08294e1721ba73a67955,Perimeter,102630.57748689086
6f1914cf7d056761ce1a08294e1721ba73a67955,Name,Korridor
6f41862d357e197e177ecf0d4fbedff42624f5ed,WBS_L.3-Building,B22
6f41862d357e197e177ecf0d4fbedff42624f5ed,WBS_L.4-Level,L04
6f41862d357e197e177ecf0d4fbedff42624f5ed,Perimeter,9449.999999998648
6f41862d357e197e177ecf0d4fbedff42624f5ed,Name,Toilet/bad
6f9ef1c61ed54347b5801ce48d62ed83b183b4ed,WBS_L.3-Building,B24
6f9ef1c61ed54347b5801ce48d62ed83b183b4ed,WBS_L.4-Level,L00
6f9ef1c61ed54347b5801ce48d62ed83b183b4ed,Perimeter,22649.400121779883
6f9ef1c61ed54347b5801ce48d62ed83b183b4ed,Name,Uren zone
6f9f18fd495b7391e48e644d26f61d642ed706ff,WBS_L.3-Building,B24
6f9f18fd495b7391e48e644d26f61d642ed706ff,WBS_L.4-Level,L03
6f9f18fd495b7391e48e644d26f61d642ed706ff,Perimeter,24205.581888197226
6f9f18fd495b7391e48e644d26f61d642ed706ff,Name,Patientstue
6fb57573364a9f1db0d5deb87562b515139ddb39,WBS_L.3-Building,B22
6fb57573364a9f1db0d5deb87562b515139ddb39,WBS_L.4-Level,L04
6fb57573364a9f1db0d5deb87562b515139ddb39,Perimeter,20290.000005111942
6fb57573364a9f1db0d5deb87562b515139ddb39,Name,Personaleophold
6fdb72e3ad1cb27744f43b5bf2a3524ea6d361d9,WBS_L.3-Building,B24
6fdb72e3ad1cb27744f43b5bf2a3524ea6d361d9,WBS_L.4-Level,L02
6fdb72e3ad1cb27744f43b5bf2a3524ea6d361d9,Perimeter,6637.999996883681
6fdb72e3ad1cb27744f43b5bf2a3524ea6d361d9,Name,Toilet/bad
6feee2cb140f4cea3eee1cb7e43ac8d2f2ac757d,WBS_L.3-Building,B20
6feee2cb140f4cea3eee1cb7e43ac8d2f2ac757d,WBS_L.4-Level,L01
6feee2cb140f4cea3eee1cb7e43ac8d2f2ac757d,Perimeter,27889.999999292202
6feee2cb140f4cea3eee1cb7e43ac8d2f2ac757d,Name,AGV rum
7039ad43661e45bbfa91ee689f7f92f50c974bec,WBS_L.3-Building,B20
7039ad43661e45bbfa91ee689f7f92f50c974bec,WBS_L.4-Level,L01
7039ad43661e45bbfa91ee689f7f92f50c974bec,Perimeter,22635.00010458594
7039ad43661e45bbfa91ee689f7f92f50c974bec,Name,Teamrum
705a550f5ac31e2429b5a0fc1e5da849b1c5c3e5,WBS_L.3-Building,B20
705a550f5ac31e2429b5a0fc1e5da849b1c5c3e5,WBS_L.4-Level,L00
705a550f5ac31e2429b5a0fc1e5da849b1c5c3e5,Perimeter,133172.31476680757
705a550f5ac31e2429b5a0fc1e5da849b1c5c3e5,Name,Korridor
70a9f3db11a0a7395c46b80d7d0ba1efa950e84a,WBS_L.3-Building,B20
70a9f3db11a0a7395c46b80d7d0ba1efa950e84a,WBS_L.4-Level,L03
70a9f3db11a0a7395c46b80d7d0ba1efa950e84a,Perimeter,24155.721051811066
70a9f3db11a0a7395c46b80d7d0ba1efa950e84a,Name,Patientstue
70b17d0c1908dfb6b3a2a2d721973705b1a15206,WBS_L.3-Building,B24
70b17d0c1908dfb6b3a2a2d721973705b1a15206,WBS_L.4-Level,L03
70b17d0c1908dfb6b3a2a2d721973705b1a15206,Perimeter,24204.999932167666
70b17d0c1908dfb6b3a2a2d721973705b1a15206,Name,Patientstue
70da5c8c71a7eccaada020f5d0177f92a7493268,WBS_L.3-Building,B20
70da5c8c71a7eccaada020f5d0177f92a7493268,WBS_L.4-Level,L02
70da5c8c71a7eccaada020f5d0177f92a7493268,Perimeter,13669.99987900432
70da5c8c71a7eccaada020f5d0177f92a7493268,Name,Forrum
70f3674ffbccff904cb697f4983c1bea9453ceb9,WBS_L.3-Building,B20
70f3674ffbccff904cb697f4983c1bea9453ceb9,WBS_L.4-Level,L00
70f3674ffbccff904cb697f4983c1bea9453ceb9,Perimeter,12399.999999999953
70f3674ffbccff904cb697f4983c1bea9453ceb9,Name,Elev.01
713b0620515370e09fc51a97dbf86b5542b95a30,WBS_L.3-Building,B24
713b0620515370e09fc51a97dbf86b5542b95a30,WBS_L.4-Level,L03
713b0620515370e09fc51a97dbf86b5542b95a30,Perimeter,9542.999999997814
713b0620515370e09fc51a97dbf86b5542b95a30,Name,Toilet
713c2bff3bfe82961298bd2ae9b480a05397a907,WBS_L.3-Building,B22
713c2bff3bfe82961298bd2ae9b480a05397a907,WBS_L.4-Level,L01
713c2bff3bfe82961298bd2ae9b480a05397a907,Perimeter,17389.999998296895
713c2bff3bfe82961298bd2ae9b480a05397a907,Name,Opstilling
714cc65aaedbc30743e81fffcef7b8d8001d225b,WBS_L.3-Building,B22
714cc65aaedbc30743e81fffcef7b8d8001d225b,WBS_L.4-Level,L03
714cc65aaedbc30743e81fffcef7b8d8001d225b,Perimeter,9449.999999998648
714cc65aaedbc30743e81fffcef7b8d8001d225b,Name,Toilet/bad
71556d25d530654be234efe3d7cd817defb890c9,WBS_L.3-Building,B20
71556d25d530654be234efe3d7cd817defb890c9,WBS_L.4-Level,L01
71556d25d530654be234efe3d7cd817defb890c9,Perimeter,2139.941024557191
71556d25d530654be234efe3d7cd817defb890c9,Name,Forberedt for rørpost
71f0e8826ea72e7030caddc89c8430e588051a5b,WBS_L.3-Building,B20
71f0e8826ea72e7030caddc89c8430e588051a5b,WBS_L.4-Level,L00
71f0e8826ea72e7030caddc89c8430e588051a5b,Perimeter,5983.999999999471
71f0e8826ea72e7030caddc89c8430e588051a5b,Name,Toilet
7206dde4333bb7df90b263ef2d79aec72551b157,WBS_L.3-Building,B20
7206dde4333bb7df90b263ef2d79aec72551b157,WBS_L.4-Level,L03
7206dde4333bb7df90b263ef2d79aec72551b157,Perimeter,0
7206dde4333bb7df90b263ef2d79aec72551b157,Name,Skakt VVS
721e77908de5fd603cdf60e68ff14a8c7331b38c,WBS_L.3-Building,B24
721e77908de5fd603cdf60e68ff14a8c7331b38c,WBS_L.4-Level,L04
721e77908de5fd603cdf60e68ff14a8c7331b38c,Perimeter,24205.000007644776
721e77908de5fd603cdf60e68ff14a8c7331b38c,Name,Patientstue
7254bc2fff3f9c3185528c718b55f3468e502324,WBS_L.3-Building,B20
7254bc2fff3f9c3185528c718b55f3468e502324,WBS_L.4-Level,L03
7254bc2fff3f9c3185528c718b55f3468e502324,Perimeter,9459.999999997139
7254bc2fff3f9c3185528c718b55f3468e502324,Name,Toilet/bad
72a455359db992025724970028869c58ca9cc96a,WBS_L.3-Building,B20
72a455359db992025724970028869c58ca9cc96a,WBS_L.4-Level,L00
72a455359db992025724970028869c58ca9cc96a,Perimeter,0
72a455359db992025724970028869c58ca9cc96a,Name,Skakt VVS
72b951d3e2f159824b54784973c9bb4cbe01e469,WBS_L.3-Building,B24
72b951d3e2f159824b54784973c9bb4cbe01e469,WBS_L.4-Level,L03
72b951d3e2f159824b54784973c9bb4cbe01e469,Perimeter,8743.581854512971
72b951d3e2f159824b54784973c9bb4cbe01e469,Name,Toilet/bad
7326917994f2f4e971df16bf4c03c9d4a9603ff4,WBS_L.3-Building,B24
7326917994f2f4e971df16bf4c03c9d4a9603ff4,WBS_L.4-Level,L04
7326917994f2f4e971df16bf4c03c9d4a9603ff4,Perimeter,23810.94165762369
7326917994f2f4e971df16bf4c03c9d4a9603ff4,Name,Patientstue
73554b6c5a122adff4ba223e33818b8f7fbe6401,WBS_L.3-Building,B22
73554b6c5a122adff4ba223e33818b8f7fbe6401,WBS_L.4-Level,L04
73554b6c5a122adff4ba223e33818b8f7fbe6401,Perimeter,24205.000009954696
73554b6c5a122adff4ba223e33818b8f7fbe6401,Name,Patientstue
73628608f87067db515b3c056948b672f2801d49,WBS_L.3-Building,B24
73628608f87067db515b3c056948b672f2801d49,WBS_L.4-Level,L02
73628608f87067db515b3c056948b672f2801d49,Perimeter,22515.000013790763
